num_run,name,trace_id,latency,total_tokens,total_cost,status,batch_id,tags,prompt_tokens,completion_tokens,prompt_cost,completion_cost,start_time
0,c1_sg,c1b350e7,48.095344,26742,0.1006425,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",22237,4505,0.0555925,0.04505,2024-11-14 16:21:00.786898
1,96_sg,961e8ab1,31.317621,11316,0.0482925,success,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",8649,2667,0.0216225,0.02667,2024-11-14 16:24:30.205109
2,6d_sg,6d25e650,22.406813,7852,0.03361,success,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",5988,1864,0.01497,0.01864,2024-11-14 16:27:20.282945
3,79_sg,79be2188,43.708602,15395,0.06897500000000001,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",11330,4065,0.028325,0.04065,2024-11-14 16:30:04.744590
4,2f_sg,2fc2f6c7,44.361365,18351,0.07734,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",14156,4195,0.03539,0.04195,2024-11-14 16:30:27.369741
5,ef_sg,ef77d3c3,45.911082,19922,0.08170250000000001,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",15669,4253,0.039172500000000006,0.04252999999999999,2024-11-14 16:34:56.516793
6,1a_sg,1a07268a,45.402947,15355,0.06863499999999999,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",11322,4033,0.028305,0.04033,2024-11-14 16:36:09.752535
7,73_sg,735ffa46,49.699293,20544,0.08517,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",16036,4508,0.04009000000000001,0.045079999999999995,2024-11-14 16:38:31.166623
8,b7_sg,b7e16fc2,106.380438,19885,0.0841225,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",15297,4588,0.0382425,0.045880000000000004,2024-11-14 16:42:46.445725
9,88_sg,886a8d7c,49.09407000000001,16483,0.076135,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",11826,4657,0.029565,0.04657,2024-11-14 16:44:02.862086
10,43_sg,43b1705d,145.48909700000002,17230,0.0754225,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",12917,4313,0.0322925,0.04313,2024-11-14 16:45:37.168975
11,e5_sg,e501ab44,68.07789299999999,22737,0.0881175,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",18567,4170,0.0464175,0.0417,2024-11-14 16:49:34.790213
12,ef_sg,ef55a7b7,49.483115,21889,0.08425,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",17952,3937,0.044879999999999996,0.039369999999999995,2024-11-14 16:55:36.827173
13,e4_sg,e4beeb3c,49.94104,19895,0.08082500000000001,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",15750,4145,0.039375,0.04145,2024-11-14 16:58:29.627213
14,94_sg,9499461f,49.103569,19341,0.07819500000000001,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",15362,3979,0.038404999999999995,0.039790000000000006,2024-11-14 16:59:27.818378
15,16_sg,16569b06,40.519723,21699,0.081405,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",18078,3621,0.045195,0.03621,2024-11-14 17:04:13.468143
16,63_sg,6350f476,38.877325,15398,0.06477499999999999,success,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",11894,3504,0.029734999999999998,0.03504,2024-11-14 17:04:36.230920
17,a0_sg,a0aba8a0,47.075784999999996,20320,0.08335000000000001,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",15980,4340,0.039950000000000006,0.0434,2024-11-14 17:10:11.892110
18,ae_sg,ae3ab393,46.625252,22261,0.08362,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",18532,3729,0.04632999999999999,0.037290000000000004,2024-11-14 17:12:31.620085
19,d8_sg,d83304be,46.163678000000004,20815,0.0836425,error,3683_sg_dejson2_batch,"benchmark,gpt-4o,sketch_generator",16601,4214,0.0415025,0.04214000000000001,2024-11-14 17:13:27.954044
