num_run,name,trace_id,latency,total_tokens,total_cost,status,batch_id,tags,prompt_tokens,completion_tokens,prompt_cost,completion_cost
0,64_sg,6489146f,90.87363676562501,31982,0.008081399999999999,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24684,7298,0.0037026000000000003,0.0043788
1,95_sg,95368318,69.27012369494629,29410,0.007058399999999999,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",23528,5882,0.0035292,0.0035291999999999997
2,f1_sg,f10bd938,71.3822935206604,29402,0.0070302,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",23580,5822,0.003537,0.0034932
3,68_sg,68e4fae8,95.16028158856201,33098,0.0084891,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",25266,7832,0.0037899,0.004699200000000001
4,eb_sg,eb706d82,102.36040336825562,31452,0.0078786,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24428,7024,0.0036642000000000003,0.0042144
5,2b_sg,2b7d8b5d,76.54030180410766,31186,0.007737900000000001,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24386,6800,0.0036579,0.00408
6,af_sg,af7e46a7,78.02802867382812,30986,0.0076395000000000005,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24338,6648,0.0036507,0.0039888
7,21_sg,218dfdd9,70.27715338119506,30264,0.0074043,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",23898,6366,0.0035847,0.0038196000000000003
8,8e_sg,8efbbcec,76.00431544653321,30764,0.0075729000000000005,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24190,6574,0.0036284999999999998,0.0039444
9,ae_sg,ae0380e0,67.50490620687867,29256,0.0069876,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",23480,5776,0.003522,0.0034656
10,a0_sg,a0a8a28a,77.04862934472658,30344,0.007357800000000001,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24108,6236,0.0036162,0.0037416
11,80_sg,8068db4d,70.48208430419922,29286,0.006992099999999999,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",23510,5776,0.0035265,0.0034656
12,81_sg,81b5b9bb,90.12946416165161,31114,0.0077217,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24326,6788,0.0036489,0.0040728
13,e8_sg,e88fe979,15.251895996368408,5172,0.0013329,success,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",3934,1238,0.0005901,0.0007428000000000001
14,77_sg,7746c408,16.2443262852478,5254,0.0013821,success,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",3934,1320,0.0005901,0.000792
15,e9_sg,e97f285f,114.92987786102296,17770,0.004640099999999999,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",13382,4388,0.0020073,0.0026328
16,6d_sg,6da13815,70.05745819659424,30200,0.0073812,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",23864,6336,0.0035795999999999996,0.0038016000000000005
17,0f_sg,0f3641b8,67.62538916439819,30002,0.007283999999999999,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",23816,6186,0.0035724,0.0037116
18,b1_sg,b17e1fed,82.27926236499023,30650,0.0075549,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24078,6572,0.0036117,0.0039432
19,04_sg,04bad66f,77.1011599911499,30536,0.0074937,error,1128_sg_batch,"benchmark,gpt-4o-mini,sketch_generator",24062,6474,0.0036093,0.0038843999999999997
