
name,latency,time,num_run,total_tokens,input_tokens,output_tokens,total_cost,input_cost,output_cost,pass,task
main,58.357236,2024-08-09 10:49:00.766838,1,21497,19051,2446,0.07208750000014418,0.04762750000009525,0.02446000000004892,no,data_processing
main,25.508563,2024-08-09 10:39:41.303770,30,14638,13153,1485,0.04773250000009546,0.03288250000006576,0.014850000000029699,yes,data_processing
main,26.05107,2024-08-09 10:39:13.932644,29,14164,12771,1393,0.045857500000091714,0.031927500000063856,0.01393000000002786,yes,data_processing
main,26.779853,2024-08-09 10:38:45.879365,28,13970,12497,1473,0.04597250000009195,0.031242500000062484,0.014730000000029459,yes,data_processing
main,34.093579,2024-08-09 10:38:10.477594,27,19998,17974,2024,0.06517500000013035,0.04493500000008987,0.02024000000004048,yes,data_processing
main,29.651716,2024-08-09 10:37:39.411461,26,18047,16213,1834,0.05887250000011775,0.040532500000081066,0.01834000000003668,yes,data_processing
main,44.791209,2024-08-09 10:36:53.332320,25,23856,20658,3198,0.08362500000016725,0.05164500000010328,0.03198000000006396,yes,data_processing
main,22.780129,2024-08-09 10:36:29.265595,24,12350,11070,1280,0.04047500000008095,0.02767500000005535,0.0128000000000256,yes,data_processing
main,38.685233,2024-08-09 10:35:49.289043,23,19565,17574,1991,0.06384500000012769,0.04393500000008787,0.01991000000003982,yes,data_processing
main,26.528909,2024-08-09 10:35:21.463058,22,13446,12089,1357,0.04379250000008759,0.030222500000060444,0.013570000000027138,yes,data_processing
main,28.657716,2024-08-09 10:34:51.509203,21,16571,15008,1563,0.0531500000001063,0.03752000000007504,0.01563000000003126,yes,data_processing
main,24.338374,2024-08-09 10:34:25.899291,20,14331,12922,1409,0.04639500000009279,0.03230500000006461,0.014090000000028179,yes,data_processing
main,44.709286,2024-08-09 10:33:39.869746,19,23351,20895,2456,0.07679750000015359,0.05223750000010447,0.02456000000004912,yes,data_processing
main,31.118809,2024-08-09 10:33:07.480042,18,14719,13149,1570,0.04857250000009714,0.032872500000065745,0.0157000000000314,yes,data_processing
main,60.65021,2024-08-09 10:32:05.399764,17,17688,15647,2041,0.059527500000119055,0.03911750000007823,0.02041000000004082,yes,data_processing
main,57.647427,2024-08-09 10:31:06.446307,16,26085,22838,3247,0.08956500000017913,0.057095000000114186,0.03247000000006494,no,data_processing
main,27.052531,2024-08-09 10:30:37.936075,15,12962,11513,1449,0.04327250000008654,0.028782500000057564,0.01449000000002898,yes,data_processing
main,93.35355,2024-08-09 10:24:54.891035,13,38380,32402,5978,0.14078500000028157,0.081005000000162,0.05978000000011956,no,data_processing
main,2.806248,2024-08-09 10:24:50.799158,12,838,612,226,0.00379000000000758,0.00153000000000306,0.0022600000000045197,yes,data_processing
main,67.211852,2024-08-09 10:23:42.192610,11,19313,17343,1970,0.06305750000012611,0.043357500000086716,0.0197000000000394,yes,data_processing
main,28.080354,2024-08-09 10:23:12.729397,10,12928,11634,1294,0.042025000000084044,0.029085000000058172,0.01294000000002588,yes,data_processing
main,32.533189,2024-08-09 10:22:38.833942,9,15184,13540,1644,0.05029000000010058,0.033850000000067694,0.016440000000032876,yes,data_processing
main,18.558925,2024-08-09 10:22:18.902219,8,817,612,205,0.00358000000000716,0.00153000000000306,0.0020500000000041,yes,data_processing
main,27.227769,2024-08-09 10:21:50.399652,7,15625,14050,1575,0.05087500000010175,0.035125000000070246,0.0157500000000315,yes,data_processing
main,44.631896,2024-08-09 10:21:04.490128,6,20368,17912,2456,0.06934000000013868,0.04478000000008956,0.02456000000004912,yes,data_processing
main,31.961521,2024-08-09 10:20:31.254702,5,16959,15136,1823,0.056070000000112134,0.03784000000007568,0.01823000000003646,yes,data_processing
main,121.111455,2024-08-09 10:18:28.871053,4,17651,15559,2092,0.05981750000011963,0.03889750000007779,0.02092000000004184,yes,data_processing
main,23.894661,2024-08-09 10:18:03.620313,3,13415,11925,1490,0.04471250000008942,0.029812500000059625,0.0149000000000298,yes,data_processing
main,25.931052,2024-08-09 10:17:36.416784,2,14314,12654,1660,0.04823500000009647,0.03163500000006327,0.0166000000000332,yes,data_processing
main,56.628913,2024-08-09 10:16:38.386989,1,15608,13810,1798,0.05250500000010501,0.03452500000006905,0.01798000000003596,yes,data_processing
