num_run,name,trace_id,latency,total_tokens,total_cost,status,batch_id,tags,prompt_tokens,completion_tokens,prompt_cost,completion_cost,start_time
0,29_sg,293576a4,43.026409612213136,22202,0.08771,error,7058_batch,"benchmark,gpt-4o,sketch_generator",17908,4294,0.044770000000000004,0.04294,2024-11-11 16:00:17.936793
1,cc_sg,cc3de7a5,47.57425214495849,21692,0.090665,success,7058_batch,"benchmark,gpt-4o,sketch_generator",16834,4858,0.042085,0.04858,2024-11-11 16:03:38.488161
2,a4_sg,a4a96591,40.996180000854494,19776,0.07986750000000001,error,7058_batch,"benchmark,gpt-4o,sketch_generator",15719,4057,0.039297500000000006,0.040569999999999995,2024-11-11 16:08:22.769898
3,f6_sg,f68d5ac2,41.08394032687378,20993,0.0829775,error,7058_batch,"benchmark,gpt-4o,sketch_generator",16927,4066,0.0423175,0.04066,2024-11-11 16:10:31.882481
4,53_sg,53bab531,43.33190140475464,25307,0.09734749999999999,error,7058_batch,"benchmark,gpt-4o,sketch_generator",20763,4544,0.051907499999999995,0.04544,2024-11-11 16:13:57.901042
5,e6_sg,e6430b48,47.70044511135865,20238,0.0849825,error,7058_batch,"benchmark,gpt-4o,sketch_generator",15653,4585,0.03913250000000001,0.04585,2024-11-11 16:14:30.009903
6,02_sg,02d05296,19.00459906246948,7926,0.035347500000000004,success,7058_batch,"benchmark,gpt-4o,sketch_generator",5855,2071,0.014637500000000001,0.02071,2024-11-11 16:18:07.449354
7,4e_sg,4e832c52,43.257491343933104,19907,0.0832625,error,7058_batch,"benchmark,gpt-4o,sketch_generator",15441,4466,0.0386025,0.04466,2024-11-11 16:19:13.264823
8,33_sg,3329af91,18.111030358581544,8453,0.0345275,success,7058_batch,"benchmark,gpt-4o,sketch_generator",6667,1786,0.016667500000000002,0.01786,2024-11-11 16:21:42.776781
9,33_sg,336f1263,41.076355804626466,23382,0.09138749999999998,error,7058_batch,"benchmark,gpt-4o,sketch_generator",18991,4391,0.0474775,0.04391,2024-11-11 16:25:44.465304
10,c3_sg,c398005e,40.41476606106568,25593,0.096045,error,7058_batch,"benchmark,gpt-4o,sketch_generator",21318,4275,0.053294999999999995,0.042749999999999996,2024-11-11 16:29:00.422733
